MAIN_ROAD,CITY_DISTRICT,ADDRESS,BUILD_1ST_NUM,BUILD_2ND_NUM,COMPLEX_NAME,AREA,CONTRACT_YEAR_MONTH,CONTRACT_DAY,AMOUNT,FLOOR,CONSTRUCTION_YEAR,ROAD_NAME,TERMINATION_DATE,TRANSACTION_TYPE,BROKER_LOCATION,ROAD_NUM
관악로15길,17,17,17,17,17,17,17,17,17,17,17,17,2,17,17,17
관악로17길,17,17,17,17,17,17,17,17,17,17,17,17,2,17,17,17
관악로28길,27,27,27,27,27,27,27,27,27,27,27,27,1,27,27,27
관악로30길,943,943,943,943,943,943,943,943,943,943,943,943,13,943,943,943
관악로37길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
관악로40길,218,218,218,218,218,218,218,218,218,218,218,218,6,218,218,218
관악로5길,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
관악로6길,18,18,18,18,18,18,18,18,18,18,18,18,0,18,18,18
관천로,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25
관천로18길,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13
관천로19길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
관천로24길,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25
관천로27길,44,44,44,44,44,44,44,44,44,44,44,44,1,44,44,44
광나루로,282,282,282,282,282,282,282,282,282,282,282,282,8,282,282,282
광나루로12길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
광나루로20길,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
광나루로36길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
광나루로39길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
광나루로40길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
광나루로44길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
광나루로46길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
광나루로54길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
광나루로56길,448,448,448,448,448,448,448,448,448,448,448,448,3,448,448,448
광나루로6길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
광성로,50,50,50,50,50,50,50,50,50,50,50,50,2,50,50,50
광신길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
광운로,86,86,86,86,86,86,86,86,86,86,86,86,2,86,86,86
광운로19길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
광운로2가길,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,17
광운로2나길,140,140,140,140,140,140,140,140,140,140,140,140,4,140,140,140
광운로3길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
광장로7길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
광평로10길,128,128,128,128,128,128,128,128,128,128,128,128,2,128,128,128
광평로19길,388,388,388,388,388,388,388,388,388,388,388,388,7,388,388,388
광평로31길,108,108,108,108,108,108,108,108,108,108,108,108,2,108,108,108
광평로34길,210,210,210,210,210,210,210,210,210,210,210,210,8,210,210,210
광평로39길,44,44,44,44,44,44,44,44,44,44,44,44,0,44,44,44
광평로47길,200,200,200,200,200,200,200,200,200,200,200,200,5,200,200,200
광평로51길,141,141,141,141,141,141,141,141,141,141,141,141,1,141,141,141
구로동로,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
구로동로12길,70,70,70,70,70,70,70,70,70,70,70,70,4,70,70,70
구로동로13길,11,11,11,11,11,11,11,11,11,11,11,11,1,11,11,11
구로동로14길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
구로동로15길,46,46,46,46,46,46,46,46,46,46,46,46,4,46,46,46
구로동로18길,75,75,75,75,75,75,75,75,75,75,75,75,3,75,75,75
구로동로20길,118,118,118,118,118,118,118,118,118,118,118,118,7,118,118,118
구로동로22길,66,66,66,66,66,66,66,66,66,66,66,66,1,66,66,66
구로동로28길,31,31,31,31,31,31,31,31,31,31,31,31,0,31,31,31
구로동로35길,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4
구로동로42길,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32
구로동로43길,43,43,43,43,43,43,43,43,43,43,43,43,0,43,43,43
구로동로47길,81,81,81,81,81,81,81,81,81,81,81,81,2,81,81,81
구로동로8길,60,60,60,60,60,60,60,60,60,60,60,60,2,60,60,60
구로중앙로,161,161,161,161,161,161,161,161,161,161,161,161,1,161,161,161
구로중앙로18길,177,177,177,177,177,177,177,177,177,177,177,177,1,177,177,177
구로중앙로28다길,61,61,61,61,61,61,61,61,61,61,61,61,0,61,61,61
구로중앙로34길,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25
구로중앙로7길,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113
구로중앙로8길,22,22,22,22,22,22,22,22,22,22,22,22,0,22,22,22
구암5가길,42,42,42,42,42,42,42,42,42,42,42,42,2,42,42,42
구암길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
구의강변로,224,224,224,224,224,224,224,224,224,224,224,224,2,224,224,224
구의강변로1길,30,30,30,30,30,30,30,30,30,30,30,30,2,30,30,30
구의강변로3가길,47,47,47,47,47,47,47,47,47,47,47,47,1,47,47,47
구의강변로3길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
구의강변로5길,21,21,21,21,21,21,21,21,21,21,21,21,0,21,21,21
구의로,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
구의로16길,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12
구일로,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60
구일로10길,69,69,69,69,69,69,69,69,69,69,69,69,1,69,69,69
구일로2길,204,204,204,204,204,204,204,204,204,204,204,204,2,204,204,204
구일로4길,574,574,574,574,574,574,574,574,574,574,574,574,14,574,574,574
구일로8길,397,397,397,397,397,397,397,397,397,397,397,397,6,397,397,397
구천면로,446,446,446,446,446,446,446,446,446,446,446,446,6,446,446,446
구천면로13길,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16,16
구천면로17길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
구천면로24길,24,24,24,24,24,24,24,24,24,24,24,24,0,24,24,24
구천면로41길,48,48,48,48,48,48,48,48,48,48,48,48,0,48,48,48
구천면로42길,58,58,58,58,58,58,58,58,58,58,58,58,0,58,58,58
구천면로47가길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
구천면로47길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
구천면로65길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
구천면로68길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
국사봉16길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
국사봉18길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
국사봉1길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
국사봉6길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
국사봉길,38,38,38,38,38,38,38,38,38,38,38,38,0,38,38,38
국제금융로,258,258,258,258,258,258,258,258,258,258,258,258,2,258,258,258
국제금융로7가길,23,23,23,23,23,23,23,23,23,23,23,23,0,23,23,23
국제금융로7길,243,243,243,243,243,243,243,243,243,243,243,243,0,243,243,243
국회단지15길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
국회대로,116,116,116,116,116,116,116,116,116,116,116,116,0,116,116,116
국회대로29길,37,37,37,37,37,37,37,37,37,37,37,37,0,37,37,37
국회대로37길,57,57,57,57,57,57,57,57,57,57,57,57,0,57,57,57
국회대로50길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
국회대로53길,21,21,21,21,21,21,21,21,21,21,21,21,0,21,21,21
국회대로54길,201,201,201,201,201,201,201,201,201,201,201,201,1,201,201,201
국회대로55길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
국회대로56길,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13
국회대로76가길,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35
국회대로7길,38,38,38,38,38,38,38,38,38,38,38,38,0,38,38,38
국회대로8길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
군자로,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
군자로12길,87,87,87,87,87,87,87,87,87,87,87,87,0,87,87,87
굴레방로1길,34,34,34,34,34,34,34,34,34,34,34,34,0,34,34,34
금낭화로,611,611,611,611,611,611,611,611,611,611,611,611,3,611,611,611
금낭화로13길,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13
금낭화로15길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
금낭화로23길,138,138,138,138,138,138,138,138,138,138,138,138,2,138,138,138
금낭화로24가길,68,68,68,68,68,68,68,68,68,68,68,68,0,68,68,68
금하로,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,23,1437,1437,1437
금하로14길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
금하로23길,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20
금하로23라길,55,55,55,55,55,55,55,55,55,55,55,55,3,55,55,55
금하로24길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
금하로24나길,40,40,40,40,40,40,40,40,40,40,40,40,0,40,40,40
금하로30길,26,26,26,26,26,26,26,26,26,26,26,26,0,26,26,26
금하로3길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
금호로,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,19,1291,1291,1291
금호로3길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
금호산8길,89,89,89,89,89,89,89,89,89,89,89,89,1,89,89,89
금호산9가길,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8
금호산길,133,133,133,133,133,133,133,133,133,133,133,133,1,133,133,133
긴고랑로,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
긴고랑로14길,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3
긴고랑로15길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
긴고랑로1길,35,35,35,35,35,35,35,35,35,35,35,35,0,35,35,35
긴고랑로4길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
길음로,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,28,1576,1576,1576
길음로13길,311,311,311,311,311,311,311,311,311,311,311,311,6,311,311,311
길음로9길,497,497,497,497,497,497,497,497,497,497,497,497,12,497,497,497
김상옥로,35,35,35,35,35,35,35,35,35,35,35,35,0,35,35,35
까치산로,15,15,15,15,15,15,15,15,15,15,15,15,0,15,15,15
까치산로12길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
까치산로14길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
까치산로15길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
까치산로16길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
까치산로18라길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
까치산로24가길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
까치산로2길,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8
까치산로4길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
까치산로4라길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
나루터로,21,21,21,21,21,21,21,21,21,21,21,21,0,21,21,21
나루터로4길,251,251,251,251,251,251,251,251,251,251,251,251,33,251,251,251
낙산5길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
낙산길,388,388,388,388,388,388,388,388,388,388,388,388,7,388,388,388
낙성대로,27,27,27,27,27,27,27,27,27,27,27,27,2,27,27,27
낙성대로15길,28,28,28,28,28,28,28,28,28,28,28,28,0,28,28,28
낙성대역16길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
낙성대역길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
난계로,625,625,625,625,625,625,625,625,625,625,625,625,16,625,625,625
난계로11길,45,45,45,45,45,45,45,45,45,45,45,45,0,45,45,45
난계로13길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
난계로15길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
난계로17길,21,21,21,21,21,21,21,21,21,21,21,21,0,21,21,21
난계로21길,46,46,46,46,46,46,46,46,46,46,46,46,0,46,46,46
난계로24길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
난계로29가길,101,101,101,101,101,101,101,101,101,101,101,101,0,101,101,101
난계로29길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
난곡로,810,810,810,810,810,810,810,810,810,810,810,810,15,810,810,810
난곡로34길,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16,16
난곡로35길,91,91,91,91,91,91,91,91,91,91,91,91,4,91,91,91
난곡로47길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
난곡로48길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
난곡로63길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
난곡로64가길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
난곡로65길,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
남부순환로,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,19,1215,1215,1215
남부순환로107길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
남부순환로108길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
남부순환로120길,32,32,32,32,32,32,32,32,32,32,32,32,0,32,32,32
남부순환로144길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
남부순환로166길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
남부순환로172길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
남부순환로194길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
남부순환로198길,38,38,38,38,38,38,38,38,38,38,38,38,0,38,38,38
남부순환로218길,102,102,102,102,102,102,102,102,102,102,102,102,1,102,102,102
남부순환로220길,21,21,21,21,21,21,21,21,21,21,21,21,0,21,21,21
남부순환로228길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
남부순환로230길,24,24,24,24,24,24,24,24,24,24,24,24,0,24,24,24
남부순환로233길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
남부순환로234길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
남부순환로247길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
남부순환로248길,47,47,47,47,47,47,47,47,47,47,47,47,1,47,47,47
남부순환로249길,22,22,22,22,22,22,22,22,22,22,22,22,2,22,22,22
남부순환로255길,33,33,33,33,33,33,33,33,33,33,33,33,0,33,33,33
남부순환로255나길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
남부순환로256길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
남부순환로256나길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
남부순환로256라길,33,33,33,33,33,33,33,33,33,33,33,33,0,33,33,33
남부순환로257가길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
남부순환로260길,22,22,22,22,22,22,22,22,22,22,22,22,0,22,22,22
남부순환로262길,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5
남부순환로265길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
남부순환로27길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
남부순환로287길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
남부순환로289길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
남부순환로291길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
남부순환로297길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
남부순환로297나길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
남부순환로297다길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
남부순환로297라길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
남부순환로309길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
남부순환로317길,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,14
남부순환로31길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
남부순환로323길,30,30,30,30,30,30,30,30,30,30,30,30,0,30,30,30
남부순환로333길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
남부순환로337가길,21,21,21,21,21,21,21,21,21,21,21,21,0,21,21,21
남부순환로33길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
남부순환로347길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
남부순환로351길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
남부순환로356길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
남부순환로358길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
남부순환로35길,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
남부순환로363길,112,112,112,112,112,112,112,112,112,112,112,112,2,112,112,112
남부순환로365길,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50
남부순환로370길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
남부순환로373길,50,50,50,50,50,50,50,50,50,50,50,50,2,50,50,50
남부순환로375길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
남부순환로377길,17,17,17,17,17,17,17,17,17,17,17,17,3,17,17,17
남부순환로378길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
남부순환로379길,46,46,46,46,46,46,46,46,46,46,46,46,1,46,46,46
남부순환로381길,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,14
남부순환로391길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
남부순환로395길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
남부순환로56길,42,42,42,42,42,42,42,42,42,42,42,42,0,42,42,42
남부순환로58길,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8
남부순환로59길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
남부순환로62길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
남부순환로64길,28,28,28,28,28,28,28,28,28,28,28,28,3,28,28,28
남부순환로65길,19,19,19,19,19,19,19,19,19,19,19,19,0,19,19,19
남부순환로67길,27,27,27,27,27,27,27,27,27,27,27,27,0,27,27,27
남부순환로71길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
남부순환로73길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
남부순환로80길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
남부순환로82길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
남부순환로83길,154,154,154,154,154,154,154,154,154,154,154,154,20,154,154,154
남부순환로85길,33,33,33,33,33,33,33,33,33,33,33,33,0,33,33,33
남부순환로95길,462,462,462,462,462,462,462,462,462,462,462,462,11,462,462,462
남부순환로97길,171,171,171,171,171,171,171,171,171,171,171,171,2,171,171,171
남현12길,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13
남현1가길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
남현1길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
남현2길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
남현7길,36,36,36,36,36,36,36,36,36,36,36,36,1,36,36,36
남현길,126,126,126,126,126,126,126,126,126,126,126,126,4,126,126,126
노량진로,65,65,65,65,65,65,65,65,65,65,65,65,4,65,65,65
노량진로23가길,153,153,153,153,153,153,153,153,153,153,153,153,7,153,153,153
노량진로24길,37,37,37,37,37,37,37,37,37,37,37,37,0,37,37,37
노량진로32길,91,91,91,91,91,91,91,91,91,91,91,91,0,91,91,91
노원로,1633,1633,1633,1633,1633,1633,1633,1633,1633,1633,1633,1633,25,1633,1633,1633
노원로11길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
노원로18길,181,181,181,181,181,181,181,181,181,181,181,181,2,181,181,181
노원로1가길,73,73,73,73,73,73,73,73,73,73,73,73,0,73,73,73
노원로1길,87,87,87,87,87,87,87,87,87,87,87,87,0,87,87,87
노원로22길,387,387,387,387,387,387,387,387,387,387,387,387,9,387,387,387
노원로26가길,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60
노원로26나길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
노원로28길,186,186,186,186,186,186,186,186,186,186,186,186,5,186,186,186
노원로30길,45,45,45,45,45,45,45,45,45,45,45,45,1,45,45,45
노원로34길,41,41,41,41,41,41,41,41,41,41,41,41,3,41,41,41
노원로38길,17,17,17,17,17,17,17,17,17,17,17,17,4,17,17,17
노해로,613,613,613,613,613,613,613,613,613,613,613,613,4,613,613,613
노해로23길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
노해로35길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
노해로38길,25,25,25,25,25,25,25,25,25,25,25,25,1,25,25,25
노해로40길,32,32,32,32,32,32,32,32,32,32,32,32,0,32,32,32
노해로41가길,29,29,29,29,29,29,29,29,29,29,29,29,0,29,29,29
노해로41길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
노해로44길,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
노해로45길,60,60,60,60,60,60,60,60,60,60,60,60,2,60,60,60
노해로46길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
노해로48길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
노해로57길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
노해로62길,19,19,19,19,19,19,19,19,19,19,19,19,0,19,19,19
노해로63가길,79,79,79,79,79,79,79,79,79,79,79,79,1,79,79,79
노해로63길,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,32
노해로63다길,57,57,57,57,57,57,57,57,57,57,57,57,0,57,57,57
노해로66길,228,228,228,228,228,228,228,228,228,228,228,228,2,228,228,228
노해로69가길,27,27,27,27,27,27,27,27,27,27,27,27,0,27,27,27
노해로69길,327,327,327,327,327,327,327,327,327,327,327,327,4,327,327,327
노해로70길,597,597,597,597,597,597,597,597,597,597,597,597,14,597,597,597
노해로85길,29,29,29,29,29,29,29,29,29,29,29,29,0,29,29,29
노해로8가길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
노해로8길,21,21,21,21,21,21,21,21,21,21,21,21,3,21,21,21
녹번로,52,52,52,52,52,52,52,52,52,52,52,52,1,52,52,52
녹사평대로,82,82,82,82,82,82,82,82,82,82,82,82,0,82,82,82
녹사평대로42길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
녹사평대로46길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
논현로,253,253,253,253,253,253,253,253,253,253,253,253,3,253,253,253
논현로101길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
논현로102길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
논현로105길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
논현로111길,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20
논현로113길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
논현로11길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
논현로124길,11,11,11,11,11,11,11,11,11,11,11,11,1,11,11,11
논현로140길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
논현로151길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
논현로153길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
논현로154길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
논현로157길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
논현로158길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
논현로159길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
논현로160길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
논현로1길,30,30,30,30,30,30,30,30,30,30,30,30,2,30,30,30
논현로27길,42,42,42,42,42,42,42,42,42,42,42,42,1,42,42,42
논현로2길,28,28,28,28,28,28,28,28,28,28,28,28,1,28,28,28
논현로31길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
논현로41길,18,18,18,18,18,18,18,18,18,18,18,18,0,18,18,18
논현로4길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
논현로51길,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25
논현로5길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
논현로63길,19,19,19,19,19,19,19,19,19,19,19,19,0,19,19,19
논현로64길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
논현로70길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
논현로71길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
논현로72길,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
논현로97길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
누원로,177,177,177,177,177,177,177,177,177,177,177,177,3,177,177,177
능동로,165,165,165,165,165,165,165,165,165,165,165,165,3,165,165,165
능동로19길,128,128,128,128,128,128,128,128,128,128,128,128,1,128,128,128
능동로1길,55,55,55,55,55,55,55,55,55,55,55,55,2,55,55,55
능동로3길,51,51,51,51,51,51,51,51,51,51,51,51,0,51,51,51
능동로3다길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
능동로42길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
능동로48길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
능동로4길,140,140,140,140,140,140,140,140,140,140,140,140,2,140,140,140
다산로,615,615,615,615,615,615,615,615,615,615,615,615,9,615,615,615
다산로21길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
다산로34길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
다산로36길,258,258,258,258,258,258,258,258,258,258,258,258,2,258,258,258
다산로42가길,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5
다산로42길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
다산로42나길,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20
다산로46길,67,67,67,67,67,67,67,67,67,67,67,67,1,67,67,67
답십리로,808,808,808,808,808,808,808,808,808,808,808,808,29,808,808,808
답십리로23길,43,43,43,43,43,43,43,43,43,43,43,43,4,43,43,43
답십리로38길,38,38,38,38,38,38,38,38,38,38,38,38,1,38,38,38
답십리로41길,56,56,56,56,56,56,56,56,56,56,56,56,2,56,56,56
답십리로56길,221,221,221,221,221,221,221,221,221,221,221,221,3,221,221,221
답십리로59길,143,143,143,143,143,143,143,143,143,143,143,143,2,143,143,143
답십리로60길,49,49,49,49,49,49,49,49,49,49,49,49,0,49,49,49
답십리로64길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
답십리로66길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
답십리로68길,43,43,43,43,43,43,43,43,43,43,43,43,0,43,43,43
답십리로69길,22,22,22,22,22,22,22,22,22,22,22,22,0,22,22,22
답십리로75길,74,74,74,74,74,74,74,74,74,74,74,74,1,74,74,74
답십리로77길,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,17
답십리로81길,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7
당곡2길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
당산로,477,477,477,477,477,477,477,477,477,477,477,477,5,477,477,477
당산로31길,64,64,64,64,64,64,64,64,64,64,64,64,1,64,64,64
